lat,lon,mag
35.453,-85.9307,2.3
45.7547,-76.3509,2.1
36.2064,-97.0007,3.9
36.1669,-96.9528,2.8
36.1602,-96.959,2.4
35.5909,-97.4542,2.8
36.3916,-82.5024,1.1
36.1678,-96.9208,2.1
38.2311,-87.3747,2.6
35.5911,-97.3979,2.5
42.2172,-81.1914,2.5
31.7655,-40.548,3.9
38.1238,-82.0285,2.8
30.38,-109.556,3.3
38.5146,-80.5973,2.4
38.2618,-87.3399,2.3
38.0975,-82.0431,2.4
39.0511,-87.2989,2.6
37.4512,-82.4853,2.1
37.3773,-83.3846,2.3
36.9591,-83.4134,2.4
45.7506,-76.3444,2.6
35.6353,-97.4193,2.7
35.6155,-97.3588,2.5
36.7569,-103.3024,2.7
36.9618,-83.2829,1.9
37.5644,-82.7648,2.5
37.758,-82.0264,2.0
38.161,-87.2616,2.3
37.3858,-83.3204,2.2
37.0235,-82.6743,2.5
40.2711,-81.0578,2.5
38.4449,-83.1551,2.6
37.8997,-81.3281,2.7
36.9872,-82.0522,2.4
38.2411,-87.4051,3.0
46.457,-81.174,2.3
46.457,-81.174,2.5
37.1665,-84.3988,2.1
48.536,-58.9481,2.5
38.9343,-107.6712,2.5
35.5918,-97.3637,2.6
37.2538,-89.2707,2.9
35.5679,-97.3692,3.0
47.6168,-69.8212,2.4
37.799,-82.1566,2.5
37.3721,-81.4814,2.5
37.8903,-81.6243,2.8
38.045,-81.7188,2.8
47.9255,-70.4772,2.1
38.1312,-81.9753,2.8
44.1083,-70.1043,1.9
37.7228,-82.0167,2.5
44.2941,-73.6236,1.8
37.6079,-82.3744,2.5
35.6117,-97.4021,2.2
35.109,-97.821,2.4
31.7334,-40.542,3.8
37.8879,-81.6523,2.9
37.7957,-81.7572,2.4
37.396,-83.0747,2.5
37.0611,-82.6713,2.6
38.0813,-81.6828,2.4
33.8499,-87.1059,2.7
45.5942,-79.4382,1.6
35.6913,-97.3911,2.7
42.5149,-73.86,2.1
46.6872,-81.3185,1.9
37.5728,-82.0566,2.2
35.731,-97.3979,2.2
35.7221,-97.44,1.9
32.9574,-97.5029,2.6
35.7146,-97.4075,2.3
35.648,-97.1483,2.7
31.7424,-40.5232,4.5
31.7564,-40.6974,3.6
31.5761,-40.666,4.8
35.4321,-96.6567,3.8
38.2403,-87.3832,2.8
38.1136,-82.0648,2.6
38.48,-80.5422,2.5
37.8554,-82.1637,2.7
41.1279,-80.7118,2.1
41.4701,-77.3819,2.8
37.7564,-82.1644,2.4
31.1085,-105.3802,3.1
35.4079,-80.6966,1.8
42.9982,-76.3634,2.4
31.7842,-40.5874,5.1
31.8948,-40.8367,4.6
35.6936,-97.4498,2.2
31.6019,-40.6265,4.7
31.6353,-40.5288,4.6
31.7853,-40.5853,5.4
31.7281,-40.5334,5.0
31.4923,-40.7477,3.7
31.7679,-40.5625,4.6
31.9421,-40.5357,3.9
31.7406,-40.4298,3.8
31.8093,-40.526,4.7
31.2616,-40.6383,4.7
36.5642,-97.8278,4.2
31.3344,-40.8456,3.7
31.5809,-40.6015,3.4
35.7304,-97.4129,1.6
32.409,-40.3659,3.4
31.86,-40.4564,4.7
31.7932,-40.5031,3.8
31.9013,-40.4397,4.6
31.8742,-40.5174,3.8
36.6265,-83.9355,2.0
38.9852,-87.2826,2.7
31.8549,-40.4173,3.6
32.0308,-40.5044,3.7
36.9717,-83.3674,2.5
47.6516,-79.7296,2.4
35.7489,-97.465,3.5
43.7773,-105.3396,3.3
43.4124,-79.8792,2.7
45.3749,-83.6699,2.1
48.1484,-60.4579,3.1
39.0447,-87.3019,2.5
34.6695,-80.4607,2.5
37.9031,-81.2832,2.5
36.0248,-80.0853,1.9
35.7114,-97.4582,2.1
35.713,-97.431,3.8
35.482,-84.242,1.5
35.6938,-97.4807,2.4
35.6934,-97.4431,2.3
32.9923,-97.5436,2.8
35.7346,-97.3918,1.9
35.7305,-97.3483,1.9
35.6092,-97.3699,2.1
35.7127,-97.417,2.3
35.7086,-97.4244,4.0
35.539,-97.275,2.5
43.709,-105.3196,3.4
48.6235,-92.1363,2.4
35.6051,-97.4165,2.3
34.2362,-94.8769,2.5
35.5123,-96.7355,2.2
43.5938,-105.2007,3.5
36.975,-82.721,2.2
32.9214,-97.6572,3.0
38.1,-87.3706,3.1
38.3064,-87.3946,2.6
38.1393,-87.263,2.6
37.2161,-82.7502,2.2
37.8934,-78.082,1.9
32.8873,-97.618,2.3
33.7543,-86.9438,2.8
37.7806,-82.0292,2.4
36.9867,-82.7254,1.9
37.6266,-83.0894,2.8
41.4467,-77.3844,2.7
46.6554,-81.3542,2.1
37.4242,-83.3641,2.7
37.6093,-82.4472,2.4
46.8138,-66.9844,2.6
60.8517,-44.0772,4.4
35.5849,-97.464,2.6
35.6114,-97.4506,2.4
35.6064,-97.3956,3.9
35.5871,-97.3734,4.0
32.9556,-97.6719,2.8
39.0281,-107.6362,2.9
46.9226,-66.5499,2.1
36.5331,-89.6218,2.7
35.565,-97.4817,2.1
37.7119,-82.0396,2.3
37.7434,-82.0097,2.3
37.5158,-82.0589,2.3
36.7262,-83.951,2.6
43.8549,-105.3411,3.5
37.6582,-81.2424,2.4
38.2441,-87.365,2.8
45.3914,-83.6994,2.2
38.1262,-81.4212,2.1
46.9738,-64.4333,2.3
35.527,-84.53,1.4
37.3157,-87.032,2.6
47.4269,-70.4093,2.2
37.395,-83.1248,2.5
36.6988,-83.9455,2.6
38.1001,-82.0212,2.7
37.1852,-83.3523,2.4
41.4749,-77.3679,2.5
32.8884,-97.6784,2.6
38.2569,-87.3485,3.0
32.9194,-97.5175,2.6
44.867,-78.0613,1.5
46.6552,-81.3622,1.8
38.2132,-81.778,2.2
37.7805,-82.0584,2.3
38.0938,-87.3353,2.9
46.9066,-71.4792,1.9
37.0042,-82.6819,2.1
38.1241,-81.9924,2.9
38.4822,-80.5211,2.7
37.3671,-82.6427,2.2
37.8802,-81.6508,2.6
37.411,-81.9797,2.4
38.0874,-81.6652,2.5
43.7441,-105.2429,3.4
37.3929,-83.3767,2.8
37.7439,-82.0556,2.4
37.1988,-83.4097,2.3
37.6979,-83.0709,2.6
35.5526,-97.3769,3.2
35.6495,-97.4626,2.5
35.6104,-97.3774,4.9
36.9624,-82.7217,2.6
37.7399,-82.0961,2.4
37.7493,-82.0312,2.3
35.6072,-97.3785,2.0
38.0444,-81.353,2.6
43.7536,-74.1217,2.3
41.8135,-87.8261,3.2
43.9527,-71.144,1.7
37.4074,-83.3414,2.6
36.1495,-96.7443,2.4
48.7316,-68.8174,2.9
35.5899,-97.4294,2.5
46.5549,-80.8381,1.6
35.6054,-97.3752,3.3
47.0341,-76.0541,2.0
47.4463,-65.3028,2.3
38.2347,-87.3274,2.9
48.7584,-81.3463,2.3
35.5803,-97.3727,2.5
51.062,-93.742,2.1
38.9167,-107.6562,2.8
36.972,-82.714,2.5
35.5899,-97.3971,2.6
38.0947,-82.0645,2.5
33.6949,-87.2676,3.1
37.7916,-81.8116,2.4
38.0057,-81.4053,2.3
46.57,-80.86,2.4
43.7736,-105.2606,3.6
38.2222,-87.383,2.9
37.3985,-83.3667,2.4
33.6082,-87.085,3.4
37.5899,-82.3941,2.8
35.6303,-97.377,3.3
35.5614,-97.4215,2.7
35.6062,-97.3922,3.4
35.5951,-97.3754,3.6
35.6002,-97.3593,2.8
35.6064,-97.3906,2.9
35.6602,-97.4165,3.2
35.5841,-97.3854,3.5
32.4647,-97.1154,2.0
37.3661,-87.0394,2.5
32.8213,-97.2095,2.1
38.2217,-87.3082,2.6
37.4648,-82.1279,2.3
37.3828,-83.2971,2.4
33.7636,-86.9063,3.2
38.1418,-82.0279,2.6
38.0799,-81.982,2.6
43.746,-105.2729,3.4
33.5057,-82.6624,2.3
37.6109,-82.3965,2.2
39.2891,-77.7965,2.1
36.9349,-82.7272,2.3
37.7681,-82.0522,2.3
37.8695,-81.5376,2.5
37.807,-82.1337,2.2
43.8121,-105.2237,3.4
38.4333,-80.5017,2.4
38.069,-81.6888,2.2
41.4688,-77.3924,2.5
37.9091,-81.3025,2.2
47.7856,-70.0489,2.0
46.4567,-87.6598,2.6
43.3124,-73.6199,1.7
40.4373,-107.0223,2.6
38.262,-87.3713,2.9
61.4095,-59.6026,3.2
46.5179,-81.0269,1.5
46.4644,-81.2014,1.8
36.1184,-97.0653,2.2
48.1878,-78.4439,2.2
35.5809,-97.3958,2.6
37.52,-82.1144,2.0
38.1155,-82.0365,2.6
40.7729,-81.2126,2.6
38.0441,-81.3496,2.3
43.9678,-105.2847,3.7
43.4856,-73.4366,1.5
42.9158,-74.1278,1.9
73.1227,-73.2002,4.2
35.5828,-97.3713,2.7
42.5206,-73.8558,2.4
37.7584,-82.0325,1.9
37.7311,-82.2071,2.3
37.022,-82.7149,2.7
40.7839,-81.2214,2.6
37.9595,-81.3831,2.2
43.9854,-72.5025,2.1
45.0845,-83.3958,2.6
37.0654,-83.356,2.2
35.4359,-84.1217,1.8
35.4816,-92.1212,2.4
36.9525,-82.7355,2.2
36.9478,-83.3812,2.2
47.9848,-77.894,1.9
37.7452,-82.0232,2.3
37.207,-82.7549,2.3
38.0787,-82.0481,2.6
45.2952,-83.4047,2.4
39.7006,-79.956,2.0
39.7341,-79.739,1.9
49.3302,-67.2568,2.8
46.5504,-67.0484,2.2
39.0515,-87.2911,3.0
40.4219,-107.0211,2.8
36.194,-96.7252,2.5
38.1144,-81.9971,2.6
37.8066,-81.8119,2.4
37.4416,-81.5999,2.4
37.8468,-81.5178,2.4
49.4985,-65.3677,2.0
36.9793,-83.4034,2.3
36.9589,-82.7286,2.3
37.9494,-81.4991,2.1
45.2732,-83.3902,2.2
37.4338,-82.108,2.1
38.852,-30.241,2.7
38.829,-30.309,2.6
36.592,-97.8542,3.8
51.0827,-93.7833,2.4
37.6113,-82.3794,2.2
38.0122,-81.4459,2.5
40.2095,-81.0464,2.8
37.9091,-81.3354,2.5
48.5244,-58.972,2.6
37.25,-81.4937,2.6
39.5807,-78.8735,2.5
38.77,-30.15,2.8
37.5889,-82.0773,2.2
38.0474,-81.4014,2.6
37.8637,-81.3702,2.4
37.7902,-81.8641,2.4
46.0932,-70.8771,1.6
33.5382,-84.2153,1.9
41.9719,-71.1256,1.8
34.8499,-84.9073,2.2
36.7924,-97.791,2.4
44.5362,-56.4521,4.3
37.9505,-81.3223,2.4
37.0544,-82.1335,2.0
36.2313,-97.584,2.8
38.8127,-77.5466,1.6
36.9189,-82.7115,2.4
44.2762,-73.6392,1.6
40.2683,-83.1329,2.6
45.0842,-83.3646,2.6
37.221,-81.5217,2.3
37.973,-81.4083,2.6
37.8812,-81.2831,2.2
37.2484,-81.5158,2.3
33.4834,-82.6651,2.1
38.2397,-87.3887,3.0
48.0846,-78.1685,1.9
39.0175,-87.3477,2.9
36.6525,-97.9819,2.9
37.5735,-82.4097,2.2
46.6253,-81.3499,1.9
37.9948,-81.4079,2.5
42.5218,-73.8559,2.3
38.0385,-80.5183,2.5
37.973,-81.4247,1.9
39.6686,-83.0814,2.2
35.5862,-97.4237,2.8
39.0397,-87.2862,3.1
45.6193,-77.4544,2.0
45.6262,-77.4506,3.8
36.615,-97.8049,3.8
38.9746,-87.2815,2.9
38.1161,-82.0052,2.6
37.7705,-81.8023,2.4
38.1107,-81.4246,2.2
37.9311,-81.3419,2.4
37.1917,-81.4461,1.6
37.7485,-81.9874,2.5
37.3198,-83.3304,2.2
37.7458,-80.6363,1.8
40.2425,-81.242,2.3
33.69,-87.2916,3.4
37.8964,-81.2761,1.1
37.7829,-81.7778,2.5
37.8623,-82.1726,2.3
38.1041,-81.9691,2.4
37.4609,-82.0835,2.3
39.049,-87.2654,3.0
37.8239,-81.8873,2.8
35.6057,-97.4398,2.5
37.9218,-81.3554,1.9
35.6502,-97.0921,2.9
38.6318,-80.7669,1.8
36.9787,-82.7031,2.0
37.1799,-81.5812,2.2
49.086,-92.0534,2.1
37.5025,-82.6486,2.0
37.7305,-82.049,2.6
46.2202,-71.9851,2.1
38.1116,-82.0311,2.4
49.0862,-92.048,2.5
46.0951,-80.6517,1.6
37.9324,-81.3084,2.7
48.0746,-78.163,1.8
37.2546,-81.4835,2.7
39.7674,-79.8218,1.8
40.4084,-74.6512,2.2
38.0795,-81.6794,2.2
37.7656,-82.1295,2.4
37.5851,-82.4139,2.5
46.487,-81.1549,2.1
45.9587,-79.6367,2.3
37.748,-82.0592,2.2
38.5033,-80.5906,2.5
38.1026,-81.9608,2.2
39.0639,-87.305,2.8
45.3733,-73.6017,2.0
37.646,-81.2608,2.2
37.0461,-83.3533,2.2
32.5272,-96.9032,2.4
37.2569,-81.7825,2.2
37.9037,-81.573,2.4
41.5979,-73.4505,1.5
45.6937,-74.065,2.2
37.9999,-81.4901,2.1
36.5946,-97.8233,2.7
48.6049,-67.4358,2.6
41.628,-109.7467,3.7
36.9545,-82.7227,2.0
37.8822,-81.5724,2.6
37.754,-82.0097,2.7
45.2988,-83.417,2.2
37.6315,-81.7151,2.4
43.3595,-73.5804,1.7
39.7426,-82.153,2.3
49.6283,-91.9731,2.2
38.9884,-87.2887,3.0
35.6241,-107.7905,2.7
35.5525,-96.5947,2.5
38.701,-80.824,2.8
46.5251,-66.2252,2.1
36.6213,-97.8065,2.7
36.6089,-97.8167,2.5
37.7507,-81.9599,2.5
38.1089,-81.416,2.4
43.2812,-75.1449,2.0
38.1045,-82.0355,2.6
45.5857,-62.9671,2.1
37.3345,-81.961,2.4
46.4808,-81.2106,1.8
34.1135,-96.5631,3.7
47.645,-70.119,2.0
33.756,-86.908,3.0
38.0838,-81.4127,2.3
38.1069,-87.3471,2.9
38.0895,-81.9966,2.9
37.9083,-81.3293,2.5
37.3508,-83.371,3.0
43.6275,-105.1198,3.4
43.6662,-105.2461,3.6
40.1702,-80.9682,2.5
40.6383,-78.1414,2.1
38.0131,-81.4055,2.3
38.105,-81.9827,2.3
37.8619,-81.8968,2.2
35.259,-80.6307,2.0
35.6694,-97.4399,2.2
38.4966,-82.8356,2.1
35.5162,-96.6912,2.1
43.2585,-71.7799,2.8
46.6649,-81.3407,1.8
38.3081,-81.6195,2.2
51.0532,-93.752,2.1
37.881,-81.2801,2.6
37.6081,-82.0872,2.1
45.1802,-77.9072,2.1
38.0235,-81.3958,2.1
37.4144,-83.3557,2.9
33.4909,-82.6489,2.2
39.1686,-85.7837,2.4
45.2684,-83.3982,2.3
40.7184,-76.1652,2.1
37.9212,-81.3425,2.0
46.8234,-78.8957,2.1
51.4977,-92.6877,2.0
36.9347,-82.736,2.3
37.5089,-82.6968,2.1
37.7174,-82.1117,2.5
37.8979,-81.6576,2.9
37.6643,-83.1273,2.8
38.0339,-81.4688,2.5
43.7471,-74.1067,2.1
47.5622,-70.0406,2.5
39.7238,-82.1688,2.4
48.113,-78.5484,2.1
38.1213,-81.3253,2.7
36.6079,-97.7902,2.5
60.8243,-43.9704,3.7
34.835,-84.9037,2.1
55.7066,-34.8322,4.3
49.2751,-67.0095,2.5
35.9559,-96.8239,2.7
36.1153,-96.7806,3.0
36.2272,-96.838,3.8
48.5393,-71.2269,2.3
36.9449,-82.7288,2.3
47.9362,-71.1256,2.0
37.7104,-82.0883,2.3
37.7519,-82.0457,2.7
37.9904,-81.4031,2.5
48.0439,-78.1431,2.1
40.8624,-78.2374,2.4
38.1574,-81.9813,2.4
34.5049,-82.6177,1.9
45.2415,-75.8033,2.0
46.6443,-81.3556,1.9
48.1141,-78.1261,2.0
49.4137,-66.6508,2.1
36.618,-98.0624,2.7
36.6816,-98.053,4.0
40.2377,-81.2455,2.1
47.555,-78.3996,2.0
35.4824,-96.5611,2.6
30.1857,-74.1261,4.4
38.4637,-80.6021,2.7
36.9383,-82.7182,2.3
43.791,-105.2557,3.0
45.2862,-83.4241,2.1
46.4504,-81.2116,1.8
48.0908,-65.7979,2.1
46.2209,-74.1022,1.9
30.372,-109.246,4.2
37.4773,-82.112,1.6
41.818,-80.9922,2.5
49.2764,-66.9978,2.4
75.8123,-60.5325,3.3
36.9681,-82.7175,2.5
37.4989,-82.1373,2.4
38.9981,-87.294,2.7
44.6438,-56.2437,3.1
48.1231,-78.1389,1.9
37.8952,-81.8083,2.4
38.0271,-81.4306,2.6
48.1256,-78.1148,2.5
37.8439,-82.1438,1.9
53.5595,-35.1324,3.6
36.6437,-97.8294,3.8
36.5632,-97.8902,2.9
40.2468,-81.2418,2.6
38.1718,-87.3414,2.5
46.9224,-71.0942,2.4
38.1102,-81.3622,2.1
37.9914,-81.4222,2.3
40.2342,-81.0521,2.5
55.7441,-35.0385,4.5
55.7281,-34.1306,4.7
55.7565,-34.5521,4.7
45.6211,-75.7773,2.0
36.881,-105.0324,2.7
41.4538,-77.4098,2.2
38.2244,-87.4512,3.1
36.2425,-79.9183,1.8
37.9199,-81.2747,2.5
42.9852,-75.2045,2.6
47.6555,-69.8918,2.5
39.609,-30.006,2.4
37.6768,-88.4561,3.2
37.0983,-83.2738,2.0
37.7487,-82.0255,2.6
41.4537,-77.4048,2.7
41.9143,-71.1256,1.3
39.7388,-82.1283,2.3
33.7768,-87.4363,2.6
37.887,-81.7738,2.4
49.1213,-66.9551,2.0
49.1798,-67.2924,2.0
35.5588,-97.4078,2.9
46.3799,-77.1958,2.4
36.9179,-82.7187,2.4
35.6317,-97.4276,2.8
33.4976,-82.6529,2.3
47.0067,-71.0896,2.0
33.7137,-87.2458,3.4
37.599,-82.4297,2.1
37.6896,-78.3281,1.7
37.1424,-84.421,1.7
45.0905,-83.4326,2.6
37.0814,-83.3667,2.4
38.0777,-82.017,2.4
37.9038,-81.3463,2.3
40.2369,-81.2387,2.4
40.2408,-81.2438,2.4
40.2323,-81.2396,2.0
36.5397,-98.0722,4.4
40.2294,-81.2157,2.2
36.574,-97.9904,3.8
38.1349,-87.3473,2.8
38.1253,-82.129,2.7
55.5779,-34.7119,3.9
55.762,-34.8349,5.3
36.6048,-97.8581,3.8
37.0412,-78.6362,1.8
41.4644,-77.3847,2.2
43.5884,-75.343,1.8
37.6854,-82.0899,2.1
35.6244,-97.3693,2.5
35.6303,-97.3869,2.9
37.21,-82.7228,2.5
37.9134,-81.2627,2.3
37.6508,-83.045,2.2
38.0427,-81.4491,2.8
55.6184,-34.4218,4.7
38.0798,-81.7389,2.3
38.0672,-81.7041,2.1
45.0867,-73.0972,1.9
40.2097,-81.0555,2.2
42.6368,-74.3189,2.3
55.8364,-34.4463,3.6
47.984,-78.1162,1.9
55.8348,-35.0737,3.5
38.9795,-87.2681,2.5
38.2285,-87.3522,2.9
49.0954,-67.2529,3.1
46.6535,-80.7974,2.0
45.1607,-71.1521,1.9
37.2137,-81.5617,2.3
37.7666,-81.936,2.1
37.8269,-82.1481,2.5
37.3797,-82.6288,1.9
37.6045,-81.2689,2.5
33.6064,-87.0565,3.5
44.1141,-105.6098,3.2
43.6758,-105.1861,3.5
37.9206,-81.3081,2.1
37.0894,-83.2551,2.0
37.8684,-81.8018,2.5
37.4358,-82.5131,1.8
44.9722,-67.618,2.0
46.4965,-81.0008,2.7
44.9609,-57.0357,3.8
37.2686,-81.5223,2.1
37.9042,-81.2973,2.6
37.814,-82.1748,2.5
37.7271,-81.9957,2.4
37.0209,-82.7029,2.4
37.9119,-81.626,2.3
37.4576,-82.0371,2.2
37.262,-81.5023,2.8
39.5182,-77.0394,1.9
41.478,-77.3833,2.7
37.7008,-82.1163,2.5
40.4762,-78.5399,2.0
37.7448,-81.915,2.0
37.2393,-81.4661,2.4
38.2988,-81.5752,2.1
37.9965,-81.4097,2.4
33.7097,-84.0727,1.8
38.0289,-81.4849,2.4
40.9683,-74.5673,2.0
37.638,-81.2655,2.6
39.7299,-82.1592,2.4
48.533,-58.975,2.5
37.922,-81.3372,2.4
35.6297,-97.4061,3.1
56.4553,-35.3445,3.4
57.3221,-32.8759,3.4
57.1697,-33.0733,3.5
57.3049,-33.7455,3.6
57.4117,-32.808,4.9
57.4512,-33.1844,4.0
57.4196,-33.3597,4.4
57.412,-33.2968,4.6
57.5699,-33.1353,5.4
37.5077,-82.0954,2.2
36.9269,-83.3871,2.2
45.6928,-79.068,1.6
37.5654,-82.8074,1.9
37.7407,-82.0129,2.5
37.4239,-82.0618,2.0
33.7672,-86.8768,2.9
41.4574,-77.3898,2.9
38.2338,-81.5833,2.3
38.1068,-81.4014,2.4
37.8443,-81.5599,2.3
43.8145,-105.2148,3.6
42.6861,-71.2717,2.1
37.7065,-78.3154,1.4
33.516,-84.5738,1.9
36.9745,-82.7176,2.6
49.0017,-66.4589,2.5
38.0881,-81.6978,2.8
49.006,-66.4532,3.2
37.8924,-81.9476,2.0
37.687,-82.1155,2.4
45.37,-75.8375,2.0
35.4123,-92.42,2.5
35.7135,-84.5131,1.7
37.1791,-81.55,2.3
38.2029,-81.7858,2.0
37.8255,-82.1351,2.7
37.7442,-82.0242,2.3
38.0978,-81.398,2.2
38.053,-81.334,2.7
37.9573,-81.4117,2.7
48.0583,-78.1715,2.1
39.7344,-82.1638,2.4
37.4575,-81.5722,2.1
44.0117,-77.8788,0.7
45.1683,-75.9904,2.0
38.1909,-87.2778,2.8
40.0083,-80.0393,2.3
42.9925,-76.3408,2.4
33.686,-87.2843,3.6
37.9987,-81.4161,2.2
43.7442,-75.4441,1.9
38.4162,-105.6514,2.6
59.7011,-77.6568,3.2
48.2313,-78.3511,2.3
40.7888,-108.1951,2.9
38.1869,-81.7294,2.4
36.9,-83.4102,2.4
37.76,-82.1337,2.3
38.1367,-81.9919,2.5
38.0668,-81.3368,2.5
38.0539,-81.6675,2.7
35.9895,-77.7741,2.1
36.7018,-79.9426,1.8
38.0909,-82.033,2.4
37.3883,-83.102,2.2
34.0248,-97.231,4.2
57.2404,-33.0724,3.7
34.0134,-97.209,2.9
35.5038,-96.5159,2.6
34.0338,-97.195,4.1
48.1739,-78.3752,2.2
57.3597,-33.1458,4.3
37.9635,-77.8385,2.0
39.0313,-87.229,2.1
38.2467,-87.3738,2.7
34.0313,-97.1871,2.6
36.2362,-96.8689,2.8
37.2063,-81.5857,2.3
36.9845,-82.7284,2.3
37.8332,-82.1783,2.5
38.1282,-82.0179,2.5
37.815,-81.807,2.8
37.2817,-87.0336,2.7
38.0471,-81.5019,2.3
36.9552,-83.3888,2.0
34.0673,-97.1846,2.8
37.8857,-81.282,2.5
52.0436,-81.3586,2.2
37.0907,-83.25,1.8
48.0417,-78.1219,2.1
42.9944,-109.1146,3.0
49.8267,-66.0661,4.3
37.786,-81.9658,1.9
42.9843,-109.038,4.8
37.2152,-81.5723,2.5
46.4772,-81.2017,2.1
36.946,-83.3923,2.4
37.7778,-81.9386,2.1
37.6473,-81.2615,2.5
36.9377,-82.7202,2.3
37.9402,-81.3049,2.3
37.818,-82.1524,2.5
37.2369,-82.7011,2.1
37.0797,-83.2576,2.0
38.9858,-87.2439,2.5
38.0216,-81.4711,2.6
37.2952,-83.2989,2.4
43.7458,-105.2508,3.5
46.1787,-76.094,1.8
75.5526,-101.3509,3.2
44.3674,-74.1484,1.6
41.4676,-77.3785,2.5
75.4831,-101.6325,3.1
33.5982,-84.3784,1.7
37.6651,-81.8742,2.6
45.5909,-73.8479,2.0
35.1084,-80.9144,1.8
35.4043,-79.2068,2.3
36.9926,-104.8146,2.6
32.9166,-80.1688,2.2
36.6462,-98.0292,2.7
37.0271,-104.8443,2.9
38.1698,-81.8225,2.7
36.9723,-82.7091,1.9
37.259,-82.7277,2.2
37.8083,-82.1286,2.4
39.055,-87.3204,2.6
37.779,-82.0523,2.2
38.2892,-81.607,2.2
38.0631,-81.7547,2.5
38.1173,-81.9611,2.8
37.8438,-82.1567,2.4
37.843,-81.4977,2.0
40.2745,-81.0462,2.5
37.8187,-81.5532,2.5
32.9962,-80.2912,2.8
38.2675,-87.3484,2.6
40.9518,-74.5585,2.4
38.0309,-81.6638,2.4
43.8603,-75.959,2.2
34.1001,-97.1896,2.7
36.6775,-98.0833,2.7
37.7687,-81.947,3.1
36.9598,-83.3876,2.1
37.2241,-82.7106,2.0
37.7212,-82.0033,2.5
38.0354,-81.4915,2.5
38.2361,-81.6177,2.9
41.4556,-77.3942,2.4
37.0259,-82.684,2.5
37.9504,-81.4047,3.0
38.1389,-80.4718,2.3
38.2311,-87.3408,2.9
38.1093,-87.3031,2.7
37.7345,-82.0288,2.5
38.118,-81.3913,2.3
40.2813,-83.1147,2.7
33.5016,-82.642,2.5
37.6759,-82.1346,2.4
37.8298,-81.9032,2.5
37.0352,-82.1898,2.3
40.6058,-74.5769,1.7
38.4113,-83.5936,1.6
38.2126,-81.8073,2.2
37.6306,-82.4288,2.1
37.4136,-81.2524,2.1
37.3324,-82.3931,2.2
37.9152,-81.2861,2.4
41.4546,-77.3646,2.1
38.028,-81.4882,2.5
37.6762,-82.4748,2.2
38.0381,-81.4413,2.6
37.9766,-81.347,2.1
37.6203,-83.0595,2.6
39.738,-82.2197,2.0
45.6513,-75.8015,1.8
38.7443,-77.306,1.7
32.9326,-83.5108,2.3
37.0286,-97.9664,2.4
37.0334,-104.9183,2.7
37.7646,-81.9369,2.8
37.5817,-82.449,2.0
50.3914,-68.775,2.1
37.9035,-81.5767,2.8
37.6192,-82.4987,2.1
37.7372,-82.1628,2.2
38.1121,-81.974,2.5
43.827,-105.3157,3.2
36.989,-104.8981,2.6
46.6275,-80.7906,2.0
38.9823,-87.2732,2.7
33.7015,-84.0796,2.1
33.0133,-83.8508,1.8
57.6766,-32.583,3.8
40.0941,-79.2731,2.1
46.6797,-80.7872,1.6
49.3923,-66.7028,2.5
51.0477,-93.7669,2.0
35.403,-96.5724,4.2
37.1989,-81.5668,2.4
52.1314,-30.0321,4.8
37.4597,-81.5929,2.4
37.0533,-97.934,2.9
38.7835,-86.42,2.7
37.4494,-82.0935,2.2
38.2912,-87.3934,2.7
38.0456,-81.3556,2.1
44.0473,-105.2021,3.7
37.2238,-82.7238,2.3
48.0874,-69.6265,2.0
36.865,-82.7473,2.3
37.1973,-81.5813,2.6
37.4176,-81.2977,2.2
38.1723,-81.7893,2.5
37.3125,-83.312,2.3
38.0669,-81.4553,2.4
36.9979,-82.6892,3.0
38.1115,-82.0289,2.6
37.4169,-83.1381,2.5
38.0832,-81.9988,2.5
41.4726,-77.389,2.5
37.336,-82.4035,2.1
38.0372,-81.6824,2.6
39.8315,-79.9491,2.2
37.2421,-82.6723,2.4
41.6275,-74.4942,2.1
35.2281,-95.2498,2.0
34.0249,-84.5718,2.0
37.2067,-82.7407,2.3
37.9271,-81.2625,2.5
36.9708,-82.7002,1.9
48.5466,-58.996,2.5
37.3771,-82.301,2.2
37.2142,-82.7203,2.3
52.7376,-67.0827,3.0
46.4057,-80.0884,1.9
37.7458,-82.1164,2.6
37.0408,-82.6923,2.7
38.0694,-81.3365,2.6
43.7978,-105.2124,3.2
38.0559,-82.0408,2.9
45.2849,-79.2756,2.1
33.4906,-82.6616,2.3
38.0422,-81.6808,2.2
37.8513,-81.5968,2.4
38.2299,-87.3668,2.8
37.7249,-82.0526,2.3
36.9567,-82.7259,2.3
38.1906,-87.3606,2.7
37.716,-82.0951,2.4
37.7732,-81.9544,2.6
37.8933,-81.5944,2.5
38.1957,-87.2763,2.6
37.0762,-83.2714,2.2
38.0212,-81.6562,2.4
37.2405,-82.7047,2.3
37.7831,-82.2094,2.7
48.2888,-80.9157,2.4
38.0428,-81.4343,2.5
37.0822,-83.3508,2.3
40.9522,-74.5518,2.4
45.2929,-83.4105,2.3
38.2645,-81.5804,2.4
46.0611,-73.3912,2.0
49.8208,-92.1384,2.1
46.5127,-81.0178,1.9
46.4387,-81.3353,2.1
37.1847,-81.5832,2.5
37.8606,-81.6165,2.9
37.9047,-81.2899,2.4
38.243,-81.603,2.3
38.0046,-81.4212,2.5
37.005,-82.6885,2.9
